Township,Area,State,Tenure,Type,Bedrooms,Bathrooms,Median_Price,Median_PSF,House_Size_SQFT,Transactions,Safety_Score,Crime_Risk,Distance_to_Public_Transport_KM,Distance_to_Mall_KM,Distance_to_School_KM,Distance_to_Hospital_KM,Flood_Risk,Estimated_Rental_Yield_Pct,Historical_Capital_Appreciation_3Yr_Pct,Est_Monthly_Mortgage_RM
TAMAN POKOK MANGGA Heights,Balai Panjang,Melaka,"Freehold, Leasehold",Terrace House,3,2,304277,184,"1,654",29,78,Low,10.10,4.20,1.40,2.40,Low,3.31,3.46,
TWIN PALM Phase 2,Cheras,Selangor,Freehold,Bungalow,8,6,2826972,499,"5,665",16,71,Moderate,8.60,3.40,0.70,1.60,Low,2.50,5.46,
TAMAN LANGAT UTAMA 2 South,Tanjong Duabelas,Selangor,Leasehold,Terrace House,3,2,496144,251,"1,977",10,73,Moderate,1.70,1.20,5.10,2.10,High,3.64,4.98,
TAMAN JUASSEH SENTOSA FASA 2 South,Juasseh,Negeri Sembilan,Freehold,Terrace House,3,2,257566,156,"1,651",34,81,Low,12.30,7.20,0.60,2.00,Low,2.21,1.75,
TAMAN BERTAM IMPIAN Section 2,Tanjong Minyak,Melaka,Freehold,Terrace House,3,2,235735,197,"1,197",11,82,Low,11.20,5.60,1.40,13.60,Low,2.13,1.93,
TAMAN FLORA Vista,Kuala Kedah,Kedah,Freehold,"Semi D, Terrace House",4,4,368203,191,"1,928",19,86,Very Low,16.70,12.20,2.80,5.20,Low,4.26,1.26,
One Foresta Central,Bayan Lepas,Penang,Freehold,Condominium,3,2,510942,476,"1,073",26,73,Moderate,2.00,2.80,1.20,13.30,Low,4.49,2.52,
TAMAN VILLA MUTIARA INDAH Extension,Sungai Bakap,Penang,Freehold,"Semi D, Terrace House",4,4,629255,267,"2,357",13,76,Low,5.80,3.80,1.80,2.60,Low,3.64,3.09,
TAMAN SENTOSA Residence,Klang,Selangor,Freehold,Terrace House,3,2,394929,387,"1,020",142,67,Moderate,2.50,1.10,4.90,3.00,Medium,2.30,3.51,
TAMAN SRI PULAI PERDANA Central,Kulai,Johor,Freehold,Terrace House,3,2,513826,382,"1,345",54,70,Moderate,9.60,2.80,0.70,8.80,Low,3.77,2.82,
TAMAN ENG ANN Central,Klang,Selangor,Freehold,Terrace House,3,2,497805,231,"2,155",15,69,Moderate,5.00,1.10,3.20,2.10,Medium,2.53,2.53,
TAMAN PENAGA MEWAH North,Ampangan,Negeri Sembilan,Freehold,Terrace House,3,2,509647,365,"1,396",20,80,Low,13.70,10.00,2.50,2.20,Low,4.23,2.48,
TAMAN MUTIARA PERDANA Phase 2,Batu Pahat,Johor,Freehold,"Terrace House, Semi D",4,4,533016,186,"2,866",32,79,Low,3.20,3.50,1.10,2.30,Medium,3.66,4.45,
Abadi Villa Heights,Taman Desa,Kuala Lumpur,Leasehold,Condominium,3,2,384539,368,"1,045",10,71,Moderate,1.30,6.90,1.30,3.50,Low,3.53,4.28,
Cormar Suites (Fraser Place (Lot 163)) Section 2,KLCC,Kuala Lumpur,Freehold,Service Residence,3,2,853944,"1,160",736,13,70,Moderate,1.00,1.60,1.20,9.70,Low,2.30,3.70,
D'Summit Residences South,Skudai,Johor,Freehold,Service Residence,3,2,419053,652,643,130,78,Low,1.40,2.40,5.00,13.20,Medium,3.31,4.18,
BANDAR SEBERANG JAYA Phase 2,Seberang Jaya,Penang,Leasehold,Terrace House,3,2,294786,265,"1,112",39,74,Moderate,3.50,1.50,0.80,9.40,Low,2.27,2.60,
Bahagia Residences North,Miri,Sarawak,Leasehold,Apartment,3,2,276117,309,894,12,83,Low,9.70,5.00,0.50,2.80,Medium,5.04,2.81,
GARDEN HOMES @ SEREMBAN 2 Residence,Seremban 2,Negeri Sembilan,Freehold,Terrace House,3,2,382210,230,"1,662",18,83,Low,55.90,6.20,2.90,2.10,Low,2.19,1.32,
Karisma @ Eco Majestic Section 2,Semenyih,Selangor,Freehold,Apartment,3,2,247766,328,755,12,68,Moderate,2.50,1.40,4.30,7.10,Low,5.25,4.81,
OVERSEAS UNION GARDEN North,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,"Bungalow, Terrace House",7,6,859616,475,"1,810",30,68,Moderate,1.60,3.70,2.70,3.70,Medium,4.29,3.26,
TAMAN PERTAMA INDAH ~ JALAN BAKRI Heights,Bakri,Johor,Freehold,Terrace House,3,2,844026,408,"2,069",18,79,Low,6.20,5.30,1.20,2.60,Low,3.12,3.21,
TAMAN AUSTIN PERDANA Heights,Tebrau,Johor,Freehold,"Semi D, Terrace House",4,4,743585,435,"1,709",13,75,Low,1.90,4.90,1.30,17.40,Medium,3.43,2.85,
LAMAN PERMATA Heights,Tebrau,Johor,Freehold,Terrace House,3,2,894515,575,"1,556",12,79,Low,4.50,2.30,4.30,12.30,Low,2.29,2.72,
TAMAN SERI ANDALAS Phase 2,Klang,Selangor,Leasehold,"Semi D, Terrace House",4,4,418841,271,"1,546",32,77,Low,3.00,1.80,2.90,3.80,Low,3.60,3.98,
TAMAN PUCHONG PRIMA Phase 2,Puchong,Selangor,Freehold,Terrace House,3,2,504252,449,"1,123",16,72,Moderate,2.20,8.50,1.40,7.00,Low,3.42,5.14,
Tiffani Kiara South,Mont Kiara,Kuala Lumpur,Freehold,Condominium,3,2,1269431,553,"2,296",12,63,Moderate,1.80,2.90,0.90,2.40,Low,4.90,3.89,
SETIA INDAH 9 South,Setia Alam,Selangor,Freehold,Terrace House,3,2,1124508,556,"2,022",17,70,Moderate,13.20,2.70,2.60,5.20,High,4.26,3.87,
The Platino Serviced Apartment Residence,Tampoi,Johor,Freehold,Service Residence,3,2,671057,613,"1,095",26,72,Moderate,13.70,4.50,1.00,4.10,Low,2.26,5.48,
TAMAN MELAKA BARU Section 2,Batu Berendam,Melaka,Leasehold,Terrace House,3,2,273236,215,"1,271",11,80,Low,19.60,3.60,3.10,19.90,Low,2.05,2.37,
TAMAN MAWAR Fasa 3,Pasir Gudang,Johor,Leasehold,Terrace House,3,2,400247,296,"1,352",25,76,Low,6.10,2.60,0.50,2.20,Medium,2.71,4.01,
TAMAN TOK MUDA SEJAHTERA Fasa 3,Kapar,Selangor,Freehold,Terrace House,3,2,400809,277,"1,447",15,72,Moderate,2.90,4.20,1.90,7.70,Medium,3.29,3.22,
Pearl Avenue North,Kajang,Selangor,Freehold,Condominium,3,2,347831,301,"1,156",11,69,Moderate,1.10,1.90,2.70,6.20,Low,4.48,4.77,
KAMPUNG MAK CHILI Heights,Kemaman,Terengganu,Freehold,"Bungalow, Semi D",4,4,320907,121,"2,652",13,81,Low,12.50,4.70,1.70,2.10,Low,2.61,1.96,
TAMAN PUTERA INDAH Section 2,Batu Pahat,Johor,Freehold,"Terrace House, Cluster House",4,3,341847,195,"1,753",206,77,Low,1.20,2.80,3.70,3.70,Medium,2.62,4.96,
Changkat View Central,Dutamas,Kuala Lumpur,Freehold,Condominium,3,2,464269,420,"1,105",13,63,Moderate,2.10,6.50,1.80,2.40,Low,4.87,5.11,
TAMAN DATUK TAMBY CHIK KARIM Phase 2,Batu Berendam,Melaka,Leasehold,Terrace House,3,2,282408,209,"1,351",10,77,Low,16.70,6.10,1.60,3.50,Low,2.39,1.18,
BANDAR BARU SRI PETALING Vista,Sri Petaling,Kuala Lumpur,Leasehold,"Terrace House, Semi D",4,4,832389,463,"1,798",47,72,Moderate,1.10,1.40,1.30,1.80,Low,2.27,2.98,
TAMAN DESA SAUJANA Extension,Arau,Perlis,Freehold,"Semi D, Terrace House",4,4,471318,186,"2,534",36,81,Low,54.90,3.80,1.30,3.00,Low,3.23,3.43,
VIM 3 @ Desa Park North Residence,Kepong,Kuala Lumpur,Leasehold,Service Residence,3,2,400005,825,485,17,67,Moderate,6.50,8.80,1.20,7.20,Low,2.82,5.38,
TAMAN SRI SENTOSA Heights,Klang,Selangor,Freehold,"Town House, Terrace House",3,2,462815,319,"1,451",10,69,Moderate,3.70,3.30,2.30,2.70,Medium,2.09,5.28,
TAMAN ANGSAMAS 2 Heights,Rasah,Negeri Sembilan,Freehold,Terrace House,3,2,72524,60,"1,209",24,75,Low,16.40,12.00,1.60,8.60,Low,2.42,3.28,
BAYU SUTERA - PRECINCT 3B Heights,Jimah,Negeri Sembilan,Freehold,Terrace House,3,2,710857,477,"1,490",84,78,Low,35.60,4.90,0.70,6.00,Low,2.13,3.37,
TAMAN MENGKUANG JAYA Phase 2,Bukit Mertajam,Penang,Freehold,"Semi D, Terrace House",4,4,585839,371,"1,579",12,78,Low,1.80,1.00,1.50,2.40,Low,2.46,3.41,
TAMAN BUKIT MELAKA Phase 2,Bukit Baru,Melaka,Freehold,Terrace House,3,2,385688,216,"1,786",10,76,Low,28.40,6.50,6.30,4.00,Low,3.13,1.95,
Platinum Lake PV 16 Extension,Setapak,Kuala Lumpur,Leasehold,Condominium,3,2,443297,358,"1,238",13,63,Moderate,0.80,6.10,1.60,4.20,Low,4.74,5.42,
USJ 11 Central,Subang Jaya,Selangor,Freehold,Terrace House,3,2,882067,465,"1,897",51,68,Moderate,4.50,9.00,3.80,7.70,Low,3.39,4.66,
TAMAN DESA PERMAI Section 2,Kapar,Selangor,Freehold,Semi D,4,4,504727,202,"2,499",10,74,Moderate,1.30,2.10,1.70,2.50,Medium,2.20,4.38,
TAMAN SAUJANA PUCHONG Heights,Puchong,Selangor,"Leasehold, Freehold",Terrace House,3,2,570567,379,"1,505",22,76,Low,5.70,2.80,1.50,8.60,Low,3.04,5.16,
TAMAN PUSING SAKURA Fasa 3,Batu Gajah,Perak,Leasehold,Terrace House,3,2,372029,239,"1,557",49,73,Moderate,48.20,10.30,1.30,1.60,Low,2.89,2.70,
TAMAN KRUBONG HEIGHTS South,Krubong,Melaka,Freehold,Terrace House,3,2,397767,280,"1,421",60,78,Low,7.40,9.40,0.80,5.40,Low,2.52,1.65,
TAMAN NUSANTARA PRIMA Fasa 3,Gelang Patah,Johor,Freehold,"Cluster House, Terrace House",4,3,626139,324,"1,933",20,73,Moderate,4.70,1.10,1.30,18.60,Low,2.87,3.41,
TAMAN SRI JAYA 1 & 2 North,Kluang,Johor,Freehold,Terrace House,3,2,245080,155,"1,581",11,73,Moderate,24.80,1.30,1.30,3.00,Low,2.58,2.65,
Sri Lanang Fasa 3,Tebrau,Johor,Freehold,Flat,2,1,181395,219,828,15,72,Moderate,5.00,8.10,3.60,2.60,Medium,5.12,2.69,
Permas Ville Apartment North,Permas Jaya,Johor,Freehold,Apartment,3,2,341086,317,"1,076",14,70,Moderate,13.00,1.30,2.00,3.10,Low,5.24,2.88,
M RESIDENCE 2 Vista,Rawang,Selangor,Leasehold,Terrace House,3,2,600699,364,"1,650",18,72,Moderate,2.70,4.30,0.50,2.10,Low,2.15,4.19,
BANDAR PUTERI JAYA SEKSYEN 1 South,Sungai Petani,Kedah,Freehold,Terrace House,3,2,235749,218,"1,081",52,80,Low,12.10,7.00,0.90,9.30,Low,3.16,2.23,
USJ 3 Fasa 3,Subang Jaya,Selangor,Freehold,Terrace House,3,2,796599,527,"1,512",52,70,Moderate,1.30,1.20,0.90,27.70,Low,3.32,3.36,
D'Cassia Vista,Semenyih,Selangor,Freehold,Apartment,3,2,239877,328,731,21,69,Moderate,1.10,2.70,2.30,2.30,High,4.72,4.01,
SEKSYEN 8 BANDAR BARU BANGI Residence,Bangi,Selangor,Leasehold,Terrace House,3,2,627887,391,"1,606",16,77,Low,4.10,3.80,2.40,3.00,Low,2.77,4.98,
Seri Maju & Sepangar Ria Section 2,Kota Kinabalu,Sabah,Leasehold,Apartment,3,2,150915,275,549,12,74,Moderate,12.30,8.80,1.90,3.50,Low,4.87,1.98,
TAMAN LAHAT PERMAI Vista,Lahat,Perak,Leasehold,Terrace House,3,2,254738,214,"1,190",14,76,Low,15.70,5.90,1.80,2.20,Low,3.95,3.30,
TAMAN BERKELEY Section 2,Kapar,Selangor,Freehold,"Bungalow, Terrace House",5,5,601150,282,"2,132",16,69,Moderate,2.20,2.50,1.10,3.50,Low,3.23,3.14,
TAMAN RAIA UTAMA Fasa 3,Gopeng,Perak,Freehold,Terrace House,3,2,287193,190,"1,512",83,80,Low,17.90,7.80,1.50,12.80,Low,4.11,1.47,
TAMAN KIRANA Central,Kluang,Johor,Leasehold,Terrace House,3,2,145884,124,"1,176",139,79,Low,13.00,2.00,1.30,7.70,Medium,2.11,3.48,
Le Yuan Residence Vista,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,Condominium,3,2,776590,568,"1,367",12,63,Moderate,10.40,3.40,1.70,1.70,Medium,4.87,5.27,
TAMAN PULAI FLORA South,Skudai,Johor,Freehold,"Cluster House, Terrace House",4,3,548593,341,"1,609",11,80,Low,4.10,2.50,1.00,30.80,Medium,3.47,5.36,
Sky Peak Residences Fasa 3,Tampoi,Johor,Freehold,Service Residence,3,2,414402,415,999,32,77,Low,11.50,2.10,3.70,6.00,Low,2.21,2.68,
TAMAN BANDAR UNIVERSITI PARIT RAJA Heights,Batu Pahat,Johor,Freehold,Terrace House,3,2,302207,226,"1,337",19,71,Moderate,9.70,2.30,1.70,8.80,Low,3.39,5.40,
TAMAN BERKELEY Phase 2,Kapar,Selangor,Freehold,"Bungalow, Terrace House",5,4,469129,250,"1,877",13,75,Low,2.60,7.40,0.80,3.20,Low,3.16,2.65,
TAMAN KOTA SARANG SEMUT Vista,Kota Sarang Semut,Kedah,Freehold,Terrace House,3,2,222228,172,"1,292",12,78,Low,51.90,4.70,0.60,5.10,Medium,2.51,1.61,
TAMAN MENTAKAB INDAH South,Mentakab,Pahang,Freehold,Terrace House,3,2,112866,109,"1,035",20,76,Low,8.40,9.30,1.20,6.90,Low,2.78,1.11,
Prai Inai Residence,Perai,Penang,Freehold,Apartment,3,2,288965,320,903,10,74,Moderate,1.70,4.00,1.20,2.10,Low,5.28,4.05,
Puncak Erskine Heights,Tanjong Tokong,Penang,Freehold,Apartment,3,2,184075,292,630,17,78,Low,12.50,4.70,3.40,6.10,Low,4.74,2.70,
Genting Court Condominium Residence,Setapak,Kuala Lumpur,Leasehold,Condominium,3,2,178803,265,675,12,69,Moderate,1.90,1.10,0.90,1.80,Low,3.32,4.26,
CYBERIA SMART HOMES Fasa 3,Cyberjaya,Selangor,Freehold,Town House,3,2,400245,202,"1,981",10,71,Moderate,5.20,3.50,2.60,2.00,High,4.04,4.09,
TAMAN PD UTAMA Phase 2,Port Dickson,Negeri Sembilan,Freehold,Terrace House,3,2,214801,145,"1,481",22,75,Low,38.50,9.00,1.70,6.20,Low,4.02,3.03,
TAMAN PANDAN JAYA Vista,Ampang,Selangor,Leasehold,Terrace House,3,2,578509,505,"1,146",10,69,Moderate,0.70,11.70,0.60,10.80,Low,2.17,3.11,
Casa Tropicana Vista,Tropicana,Selangor,Leasehold,Condominium,3,2,592323,465,"1,274",16,76,Low,5.90,1.40,1.20,9.10,Low,4.71,3.83,
TAMAN RAIA PERDANA Central,Gopeng,Perak,Leasehold,Terrace House,3,2,158173,107,"1,478",12,82,Low,13.90,10.60,1.60,5.10,Low,2.67,2.05,
TAMAN TUN DR ISMAIL Central,Taman Tun Dr Ismail,Kuala Lumpur,Freehold,Terrace House,3,2,1606042,693,"2,318",51,71,Moderate,2.30,4.70,3.20,2.00,Low,3.02,5.23,
LOT 11666-11704 PERUMAHAN BALOK PERDANA Fasa 3,Sungai Karang,Pahang,Leasehold,Terrace House,3,2,286676,224,"1,280",27,77,Low,19.80,8.50,1.50,3.90,Low,2.24,1.70,
TAMAN SEGAR PERDANA Fasa 3,Cheras,Selangor,Leasehold,Semi D,4,4,961547,536,"1,794",14,76,Low,7.00,2.70,1.60,13.10,Medium,3.24,4.59,
Desa Impiana Phase 2,Puchong,Selangor,Freehold,Condominium,3,2,429145,347,"1,237",24,74,Moderate,0.50,3.40,5.10,2.30,Low,4.65,5.32,
TAMAN DELIMA Central,Sungai Petani,Kedah,Freehold,"Terrace House, Semi D",4,4,278557,105,"2,653",16,82,Low,14.70,7.40,3.00,6.00,Medium,3.83,2.39,
TAMAN PD RESTU South,Port Dickson,Negeri Sembilan,Freehold,Terrace House,3,2,293924,216,"1,361",11,75,Low,22.50,6.30,1.70,9.40,Low,2.49,2.13,
Grace Residence South,Jelutong,Penang,Freehold,Condominium,3,2,679019,643,"1,056",10,83,Low,8.70,6.20,0.70,9.10,Low,4.79,5.01,
Warisan City View Phase 2,Cheras,Kuala Lumpur,Leasehold,Condominium,3,2,394146,457,862,13,67,Moderate,3.40,2.60,0.90,9.70,Medium,5.41,4.32,
TAMAN ADDA South,Tebrau,Johor,Freehold,"Terrace House, Cluster House",4,3,1126229,358,"3,146",36,70,Moderate,1.90,2.70,3.00,2.70,Low,3.21,2.55,
The Golden Triangle Condominium North,Sungai Ara,Penang,Freehold,Condominium,3,2,551630,449,"1,229",17,75,Low,3.10,1.00,1.50,1.90,Low,3.37,2.97,
Prima Bayu Apartment Section 2,Klang,Selangor,Freehold,Apartment,3,2,374254,338,"1,107",13,71,Moderate,1.60,5.20,1.00,3.80,Low,3.33,3.70,
TAMAN PGBF FELDA PASOH 1 Phase 2,Simpang Pertang,Negeri Sembilan,Leasehold,Terrace House,3,2,83759,62,"1,351",15,74,Moderate,29.50,3.80,1.00,7.60,Low,2.77,2.59,
E-RESIDENCE Phase 2,Kuching,Sarawak,Leasehold,Terrace House,3,2,576320,273,"2,111",12,77,Low,9.90,4.00,2.10,11.50,Low,3.23,2.49,
POLO PARK Extension,Johor Bahru,Johor,Freehold,Town House,3,2,357953,280,"1,278",23,75,Low,2.40,4.40,3.00,2.00,Low,3.09,3.33,
Taman Bunga Raya Heights,Serendah,Selangor,Leasehold,Flat,2,1,136492,201,679,22,77,Low,8.40,1.90,3.90,6.50,Medium,5.39,2.76,
TAMAN KASA HEIGHTS Heights,Alor Gajah,Melaka,Freehold,"Cluster House, Town House, Terrace House",4,3,222674,177,"1,258",10,75,Low,5.10,6.60,2.10,3.60,Low,4.16,1.78,
Prisma Cheras North,Cheras,Kuala Lumpur,Freehold,Condominium,3,2,420165,335,"1,254",11,69,Moderate,15.80,1.10,2.80,6.00,Low,4.38,2.83,
TAMAN JASMIN [SENAWANG] Central,Senawang,Negeri Sembilan,Leasehold,"Town House, Terrace House",3,2,155861,147,"1,060",19,84,Low,21.90,5.40,4.00,3.10,High,2.16,2.07,
Taman Cempaka Fasa 3,Tampoi,Johor,Leasehold,Flat,2,1,125734,231,544,25,78,Low,11.60,2.00,3.60,7.90,Low,4.91,3.31,
SETIA IMPIAN 4 Fasa 3,Setia Alam,Selangor,Freehold,Terrace House,3,2,748454,581,"1,288",34,77,Low,1.40,3.20,0.70,2.50,Low,3.29,3.34,
TAMAN SAUJANA INDAH Residence,Bukit Katil,Melaka,Freehold,"Terrace House, Semi D, Town House",4,4,308158,204,"1,511",23,76,Low,5.20,6.70,1.20,8.70,Low,2.89,3.27,
TAMAN MANJUNG POINT SEKSYEN 2(PL 12194) North,Lumut,Perak,Freehold,"Terrace House, Semi D",4,4,294829,246,"1,198",10,80,Low,25.10,12.50,3.00,3.40,Low,3.97,2.29,
10 Mont Kiara @ MK10 Phase 2,Mont Kiara,Kuala Lumpur,Freehold,Condominium,3,2,3500068,861,"4,065",21,73,Moderate,5.00,5.70,1.10,2.20,Low,3.75,3.08,
Sun Moon City North,Ayer Itam,Penang,Freehold,Flat,2,1,156062,217,719,11,76,Low,9.10,1.10,1.20,10.90,Medium,5.39,3.11,
TAMAN BUNGA RAYA North,Serendah,Selangor,Leasehold,Terrace House,3,2,173840,195,891,140,72,Moderate,0.90,1.80,0.80,15.50,Low,3.86,3.61,
BEHRANG 2020 / TAMAN WAWASAN North,Ulu Bernam,Perak,Freehold,Terrace House,3,2,277099,196,"1,414",19,77,Low,26.00,3.60,2.80,3.10,Low,4.27,1.92,
TAMAN MUTIARA RINI Heights,Skudai,Johor,Leasehold,Terrace House,3,2,630144,374,"1,685",191,75,Low,9.80,1.10,4.20,2.10,Low,2.81,4.41,
BANDAR SERI ALAM North,Pasir Gudang,Johor,Freehold,Terrace House,3,2,334279,369,906,43,73,Moderate,7.40,3.40,1.00,1.80,Low,4.21,5.43,
Abadi Villa Section 2,Taman Desa,Kuala Lumpur,Leasehold,Condominium,3,2,385458,335,"1,151",10,73,Moderate,4.10,1.20,0.70,1.80,Low,4.83,4.76,
Pangsapuri Persiaran Tanjung Fasa 3,Tampoi,Johor,Leasehold,Apartment,3,2,267989,286,937,30,80,Low,12.20,5.30,1.50,3.20,Low,4.50,4.77,
9Ine (Residensi Sembilan) Residence,Cheras,Selangor,Freehold,Condominium,3,2,970765,795,"1,221",38,71,Moderate,2.90,2.60,4.50,11.20,Low,5.18,3.96,
Juta Mines Section 2,Seri Kembangan,Selangor,Leasehold,Condominium,3,2,390083,343,"1,137",25,75,Low,0.70,4.80,3.70,3.00,Medium,4.63,4.11,
Danau Idaman Residence,Taman Desa,Kuala Lumpur,Leasehold,Condominium,3,2,393944,462,853,12,67,Moderate,2.20,2.40,1.90,5.40,Low,4.49,5.17,
TAMAN LANGAT UTAMA 2 Extension,Tanjong Duabelas,Selangor,Leasehold,Terrace House,3,2,490737,229,"2,143",12,75,Low,0.70,3.00,1.30,18.60,Low,2.82,3.12,
"TAMAN MELATI INDAH, PUNDUT Residence",Lumut,Perak,Freehold,Terrace House,3,2,370279,250,"1,481",28,78,Low,12.90,8.70,1.40,6.70,Low,3.05,1.52,
One Imperial Fasa 3,Sungai Ara,Penang,Freehold,Condominium,3,2,620616,464,"1,338",12,78,Low,4.10,1.90,0.70,3.20,Low,4.35,5.21,
TAMAN SENAWANG PERDANA Fasa 3,Rantau,Negeri Sembilan,Freehold,Bungalow,5,4,695624,181,"3,843",12,75,Low,6.00,5.00,0.50,8.20,Medium,3.42,3.14,
TAMAN DESA MELATI North,Nilai,Negeri Sembilan,Freehold,Terrace House,3,2,512810,218,"2,352",12,81,Low,11.40,4.80,1.80,1.80,Low,2.38,3.25,
TAMAN MALIHAH Vista,Kuching,Sarawak,Leasehold,Terrace House,3,2,230161,134,"1,718",23,77,Low,6.80,4.10,3.80,5.30,Low,3.38,1.08,
Anjali North Kiara Extension,Segambut,Kuala Lumpur,Freehold,Condominium,3,2,942740,559,"1,686",10,65,Moderate,4.60,10.00,10.50,3.40,Low,4.66,5.35,
TAMAN DESA JAYA Phase 2,Kepong,Selangor,Leasehold,Terrace House,3,2,449069,316,"1,421",24,69,Moderate,7.90,2.10,3.40,27.80,Low,2.18,4.25,
MEDAN BEMBAN MESRA South,Batu Gajah,Perak,Leasehold,Terrace House,3,2,200363,162,"1,237",10,82,Low,6.10,6.50,2.90,7.60,Low,4.11,1.02,
TAMAN PD UTAMA Residence,Port Dickson,Negeri Sembilan,Freehold,Terrace House,3,2,176610,144,"1,226",17,75,Low,51.60,4.80,1.80,8.70,Low,3.45,2.19,
TAMAN SETIA INDAH Vista,Tebrau,Johor,Freehold,Terrace House,3,2,640052,411,"1,557",152,78,Low,5.40,4.50,0.50,3.10,Medium,2.80,4.38,
TAMAN ABADI HEIGHTS North,Puchong,Selangor,Leasehold,"Semi D, Terrace House",4,4,842567,493,"1,709",12,76,Low,1.40,1.50,0.90,10.90,Low,2.12,4.76,
TAMAN KULIM TECHNOCITY FASA 3 Heights,Kulim,Kedah,Freehold,Terrace House,3,2,432223,320,"1,351",10,77,Low,6.20,3.60,0.90,3.00,Low,2.01,1.77,
TAMAN MAWAR INDAH Phase 2,Raub,Pahang,Freehold,Semi D,4,4,443326,141,"3,144",25,82,Low,15.40,6.40,1.60,2.50,Low,3.16,1.94,
TAMAN SERI BAYU 2 Central,Sungai Lalang,Kedah,Freehold,Terrace House,3,2,282601,261,"1,083",11,83,Low,28.70,4.00,0.90,4.30,Low,2.71,3.08,
ISLAND PARK Vista,Jelutong,Penang,Freehold,"Semi D, Terrace House",4,4,1686161,628,"2,685",14,76,Low,8.40,1.90,4.90,4.00,Low,4.15,5.12,
Mentari Court Heights,Bandar Sunway,Selangor,Leasehold,Apartment,3,2,377176,478,789,77,74,Moderate,0.60,1.20,2.50,3.10,High,4.40,5.15,
Sri Penara Extension,Cheras,Kuala Lumpur,Leasehold,Apartment,3,2,258996,470,551,45,67,Moderate,0.70,4.20,1.00,4.90,Low,5.32,3.73,
TAMAN BANDAR UNIVERSITI PARIT RAJA North,Batu Pahat,Johor,Freehold,Terrace House,3,2,328441,219,"1,500",20,74,Moderate,4.10,5.40,4.40,2.70,Medium,2.65,2.79,
TAMAN PULASAN Phase 2,Alor Setar,Kedah,Freehold,"Terrace House, Bungalow",6,5,567185,293,"1,936",16,81,Low,10.20,4.70,1.40,12.00,Low,3.10,3.37,
TAMAN KLUANG PERDANA Phase 2,Kluang,Johor,Freehold,"Semi D, Terrace House",4,4,191317,113,"1,693",41,78,Low,2.60,7.90,0.60,2.10,Low,3.29,4.50,
TAMAN BERTAM INDAH Phase 2,Kepala Batas,Penang,Freehold,"Semi D, Terrace House",4,4,296402,209,"1,418",10,79,Low,3.00,3.10,0.70,3.20,Low,2.26,2.93,
TAMAN SEJATI KEHIJAUAN Extension,Klang,Selangor,Freehold,Terrace House,3,2,1250168,633,"1,975",22,71,Moderate,4.60,1.50,2.00,13.40,Low,3.07,5.35,
Taman Setia Jaya Residence,Alor Setar,Kedah,Freehold,Flat,2,1,73901,118,626,20,87,Very Low,44.70,20.70,1.20,5.20,Low,4.03,3.19,
18 Madge Central,Ampang Hilir,Kuala Lumpur,Freehold,Condominium,3,2,3016170,"1,182","2,552",11,71,Moderate,1.80,6.80,0.70,6.20,Medium,3.48,4.35,
Regency Heights Condo Extension,Sungai Ara,Penang,Freehold,Condominium,3,2,564878,411,"1,374",15,83,Low,15.20,2.60,0.80,3.60,Low,4.58,5.08,
M RESIDENCE South,Rawang,Selangor,Freehold,Terrace House,3,2,708085,379,"1,868",16,75,Low,1.50,1.20,2.30,2.70,High,2.01,3.07,
TAMAN CHERAS PERDANA Central,Cheras,Selangor,Freehold,Terrace House,3,2,421870,392,"1,076",24,71,Moderate,2.10,2.10,0.70,9.50,Low,2.51,5.35,
TAMAN NUSA INTAN Fasa 3,Ampangan,Negeri Sembilan,Freehold,Terrace House,3,2,365795,217,"1,686",28,82,Low,8.80,5.50,1.80,4.90,Medium,2.35,1.09,
Permas Ville Apartment North,Permas Jaya,Johor,Freehold,Apartment,3,2,400676,365,"1,098",17,73,Moderate,7.10,2.60,0.80,7.00,Low,4.43,4.09,
PR1MA @ PORT DICKSON Extension,Lukut,Negeri Sembilan,Freehold,Terrace House,3,2,325942,220,"1,482",35,76,Low,62.90,3.90,0.70,6.50,Low,3.94,3.37,
Desa Green Heights,Jelutong,Penang,Freehold,Apartment,3,2,342215,400,856,18,77,Low,6.60,1.70,1.00,4.10,Low,4.44,5.29,
Mutiara Magna Central,Kepong,Kuala Lumpur,Leasehold,Flat,2,1,193769,318,609,15,73,Moderate,1.60,2.80,2.30,5.40,Medium,4.87,3.29,
TAMAN PENGKALAN MINYAK DAMAI South,Ayer Molek,Melaka,Freehold,"Terrace House, Cluster House",4,3,326962,123,"2,658",20,81,Low,20.70,6.60,2.40,2.90,Low,4.14,2.67,
Taman Telipok Ria Fasa 1 & Fasa 2 Fasa 3,Tuaran,Sabah,Leasehold,Apartment,3,2,162561,252,645,11,72,Moderate,7.00,4.70,1.40,3.00,Low,4.15,2.70,
TAMAN LAGENDA AMAN Residence,Tapah,Perak,Leasehold,Terrace House,3,2,219506,184,"1,193",283,77,Low,37.90,16.10,3.00,2.20,Low,2.92,1.29,
PULAU SERAI / G BINJAI / DARAT PELANDANG Heights,Dungun,Terengganu,Freehold,"Bungalow, Semi D",5,5,308774,114,"2,709",15,81,Low,15.50,3.50,0.60,2.60,High,3.65,3.06,
